date,h2,delta_alpha
2011-01-01,1.1463664359156989,0.3608687189297761
2011-01-02,1.1524735862369262,0.50148695006623
2011-01-03,1.1503423923095815,0.38244949895928215
2011-01-04,1.1699240560859638,0.4867708747438506
2011-01-05,1.154617894890909,0.44389629301290157
2011-01-06,1.1578042682586953,0.4388751718365178
2011-01-07,1.151113823838022,0.4019484914568139
2011-01-08,1.1430707373589097,0.3944869534592783
2011-01-09,1.1454705647399375,0.3746313629482376
2011-01-10,1.1452746705039623,0.5479880748245733
2011-01-11,1.1435092632148225,0.44359371045171514
2011-01-12,1.162781389700497,0.49184230493780134
2011-01-13,1.1517644229858393,0.43022890322389884
2011-01-14,1.159507652136343,0.4586906463565583
2011-01-15,1.1491145456585308,0.4523883136089921
2011-01-16,1.1347056746840414,0.4545818451975272
2011-01-17,1.137145974722181,0.4039131114407537
2011-01-18,1.1398077846640535,0.4522524194232922
2011-01-19,1.1355221637617732,0.3887123161331054
2011-01-20,1.154113345095315,0.41983065404773967
2011-01-21,1.1373234350386683,0.4193282295911871
2011-01-22,1.1388384441508272,0.41109677392140753
2011-01-23,1.132145818073494,0.3693255175095054
2011-01-24,1.1198073590833875,0.36422930363266115
2011-01-25,1.1176581483497734,0.3380756905686946
2011-01-26,1.112113855413444,0.45055676883516327
2011-01-27,1.1070225681977657,0.41295448208097696
2011-01-28,1.1247867918939867,0.43040235283945094
2011-01-29,1.1160552465509204,0.4161633950813197
2011-01-30,1.126098761211399,0.4493639359138868
2011-01-31,1.1166391629708874,0.4488526902101988
2011-02-01,1.1011281416954912,0.46681408953547887
2011-02-02,1.1035172088942353,0.4144065518369473
2011-02-03,1.108630268256707,0.49115638098459513
2011-02-04,1.1027972178048069,0.4099161896484915
2011-02-05,1.1173835052310706,0.5035379960318878
2011-02-06,1.1033129806764241,0.4777005624985655
2011-02-07,1.1102305445139145,0.4874595048067434
2011-02-08,1.109895306367245,0.4524381958447137
2011-02-09,1.1119037939664347,0.4528871915163961
2011-02-10,1.1157879355456624,0.42780465091263764
2011-02-11,1.1195817423662906,0.5410218560382347
2011-02-12,1.119706242364475,0.512544242388639
2011-02-13,1.1396340229076456,0.5186627266440986
2011-02-14,1.1350808564120252,0.474602361268154
2011-02-15,1.1487150412802263,0.4979344740319469
2011-02-16,1.1419132863979597,0.4318234663101812
2011-02-17,1.137884853565617,0.4254972502092649
2011-02-18,1.1426591308252412,0.36725639065290405
2011-02-19,1.148964124145834,0.4317033185239758
2011-02-20,1.1456946244311528,0.373387276926465
2011-02-21,1.162221447636232,0.4297243790262577
2011-02-22,1.1503140602604782,0.4429797758435363
2011-02-23,1.1581601272145894,0.4126379089185157
2011-02-24,1.1546071069520791,0.3762270933576808
2011-02-25,1.1525458378233362,0.3513407444086045
2011-02-26,1.1513689613158242,0.3255933111427165
2011-02-27,1.1517971822177753,0.3900024216648248
2011-02-28,1.1467919119292755,0.3644918612639003
2011-03-01,1.160300928909173,0.37732999625539065
2011-03-02,1.1498957047955771,0.3566481667852166
2011-03-03,1.1578704222546192,0.3784308703812478
2011-03-04,1.1453828469581102,0.37899507355348305
2011-03-05,1.1355950445117327,0.37873137143528446
2011-03-06,1.1345637560071407,0.3396948815605505
2011-03-07,1.1354499602885915,0.4287557736415444
2011-03-08,1.1295986694259479,0.39996812851028807
2011-03-09,1.1416877654769741,0.4782575100780946
2011-03-10,1.1166890682517339,0.5162775808474116
2011-03-11,1.0901875397308318,0.7036656400712289
2011-03-12,1.080168069810042,0.6408463865466238
2011-03-13,1.057523313726358,0.6809987241907898
2011-03-14,1.0594575793049412,0.7075825342989361
2011-03-15,1.0761873590602935,0.7236984199516705
2011-03-16,1.0914950904604215,0.7076993702775383
2011-03-17,1.1188246822852272,0.7386774462462284
2011-03-18,1.1256840744695842,0.5282940333851442
2011-03-19,1.1183389470404916,0.7097337293165857
2011-03-20,1.1175744062433406,0.6216780437034508
2011-03-21,1.0952989752629834,0.6237942662627773
2011-03-22,1.1003327570013721,0.6208819955199836
2011-03-23,1.1166790184648927,0.6695698813110589
2011-03-24,1.1297555682508391,0.6753224550074783
2011-03-25,1.159169363503774,0.7094690672966522
2011-03-26,1.1662621070758943,0.5046032384228525
2011-03-27,1.1461782043004032,0.6798619411620805
2011-03-28,1.13315268786189,0.6064677414464974
2011-03-29,1.1024998350318786,0.6589261119611329
2011-03-30,1.0984841578652742,0.7157705723600607
2011-03-31,1.1087443882283632,0.7815906055843449
2011-04-01,1.1237085043388713,0.8048308567181017
2011-04-02,1.1541298634755512,0.8180838968608128
2011-04-03,1.1604465359741114,0.6273633355240946
2011-04-04,1.1471394644847355,0.816685606279492
2011-04-05,1.1398053095314906,0.7255511686527321
2011-04-06,1.111430092298631,0.7191896667086795
2011-04-07,1.1125354101004876,0.7051104465175229
2011-04-08,1.125208852734743,0.7390379366372528
2011-04-09,1.1376844664877335,0.7249990613503066
2011-04-10,1.1648739506785195,0.7394633259500516
2011-04-11,1.1721742531523835,0.5117568728185447
2011-04-12,1.1526726499146065,0.6707615087894041
2011-04-13,1.1419728436733787,0.5870702955698484
2011-04-14,1.1133398559160115,0.6347216009110284
2011-04-15,1.1121402828108322,0.6800104700319949
2011-04-16,1.1232129556852852,0.723172485191423
2011-04-17,1.1399645448972922,0.7115056932216888
2011-04-18,1.1696468754594094,0.7001265490875639
2011-04-19,1.176751691285488,0.49327565742462554
2011-04-20,1.1640838452502087,0.6747437788962465
2011-04-21,1.1583010717853586,0.5769293425834192
2011-04-22,1.1303583043955692,0.567571777264888
2011-04-23,1.1318847432681078,0.5656554422966282
2011-04-24,1.1427688620272471,0.589476500972129
2011-04-25,1.1534304285324009,0.580253458130759
2011-04-26,1.1790595897800074,0.5959688011321553
2011-04-27,1.1866875462567283,0.365600999485185
2011-04-28,1.168955990337883,0.5115197998263348
2011-04-29,1.160759633056848,0.40302380135920046
2011-04-30,1.134686097884323,0.4843607320736538
2011-05-01,1.1363335736673528,0.5319755082503166
2011-05-02,1.1503091228993354,0.48411214932175284
2011-05-03,1.1710200754006814,0.4856444450037056
2011-05-04,1.2044800487311806,0.4524799447206789
2011-05-05,1.216842918540227,0.2689216624203601
2011-05-06,1.208511236046539,0.458547892957335
2011-05-07,1.207606308774876,0.3670438837801768
2011-05-08,1.1827156115270165,0.44034473946243313
2011-05-09,1.186441716310171,0.4572199454264183
2011-05-10,1.1997576170101731,0.43828955779826373
2011-05-11,1.2114948214481962,0.4706604145769191
2011-05-12,1.2359661862747897,0.4680865851404725
2011-05-13,1.2412511956492422,0.24115648311060767
2011-05-14,1.2184960353947523,0.41985382133961124
2011-05-15,1.2060389778724478,0.33803081264528956
2011-05-16,1.1753989494760633,0.4442058784489644
2011-05-17,1.172700839002825,0.5052608501313545
2011-05-18,1.1827997139874595,0.48714189735134283
2011-05-19,1.198241437964055,0.4981530613950591
2011-05-20,1.2256864112675991,0.4894019063542778
2011-05-21,1.2321330151755479,0.3086410933961421
2011-05-22,1.2171647326968538,0.5057400628485178
2011-05-23,1.2100347505410476,0.4207344597677434
2011-05-24,1.1792190789248802,0.4946148935088912
2011-05-25,1.1770779135438312,0.5078907041778358
2011-05-26,1.1854177644971216,0.4691257747445441
2011-05-27,1.192790509969915,0.522048211176287
2011-05-28,1.215059145723797,0.4643425985689582
2011-05-29,1.217421724455431,0.2538580986586805
2011-05-30,1.1919992345135926,0.43095323902209515
2011-05-31,1.1768715722616512,0.3736360427881209
2011-06-01,1.143273934774313,0.4887038191760018
2011-06-02,1.1365966080866734,0.5433748711878001
2011-06-03,1.1436793475914018,0.5044322393134486
2011-06-04,1.154820171222351,0.5188773013577874
2011-06-05,1.1797703926194292,0.5422782881488253
2011-06-06,1.1842054689179606,0.35918368467862294
2011-06-07,1.1678009065378392,0.558067649820746
2011-06-08,1.1596548075028215,0.47942748774175925
2011-06-09,1.1299769494451455,0.48837527499349065
2011-06-10,1.1296981327085047,0.5034333009752272
2011-06-11,1.1423770320019697,0.5449139867456196
2011-06-12,1.154200007787917,0.5543632463965196
2011-06-13,1.1827363844828713,0.5902141713245044
2011-06-14,1.1928718794771915,0.37797643886167265
2011-06-15,1.1759579250169523,0.5692643291124355
2011-06-16,1.1696469302539405,0.4959818467338053
2011-06-17,1.1449869995175639,0.545626622954952
2011-06-18,1.1458556683143648,0.5866000305008754
2011-06-19,1.1579741273035233,0.6610798487247038
2011-06-20,1.1743019674850939,0.654029818764517
2011-06-21,1.202729518815754,0.6835000791339247
2011-06-22,1.2107424435012688,0.5033395497395929
2011-06-23,1.1987015564082992,0.7139171733851555
2011-06-24,1.1959913150143602,0.6487562136167249
2011-06-25,1.169009393186627,0.6585066341157955
2011-06-26,1.1698260530810778,0.6576032049292309
2011-06-27,1.1797137936758484,0.7336784629872
2011-06-28,1.187593138818257,0.7478219532636743
2011-06-29,1.2095609173757154,0.7868536430868573
2011-06-30,1.2135186030502996,0.5739922212148159
2011-07-01,1.1911635873273356,0.7702736663347416
2011-07-02,1.180801075208355,0.6952953471934045
2011-07-03,1.1520909970941742,0.746226909154796
2011-07-04,1.150881076064406,0.7815859841541268
2011-07-05,1.1606573223494356,0.8332079535821606
2011-07-06,1.1734988630916758,0.8145443529869709
2011-07-07,1.1978010287522425,0.8255114081351635
2011-07-08,1.203687450596083,0.6221477533281856
2011-07-09,1.1896717289673526,0.8057401679867944
2011-07-10,1.1858564343591347,0.708140129929987
2011-07-11,1.1582697159629476,0.6957946341572168
2011-07-12,1.1578569110279149,0.6793743111951294
2011-07-13,1.165483710868501,0.7332706593905485
2011-07-14,1.170636441593188,0.7334532717665319
2011-07-15,1.1866374832487367,0.7383756462400619
2011-07-16,1.1855437525506667,0.5353991262587918
2011-07-17,1.15521825475434,0.6872390211710737
2011-07-18,1.1433072494530976,0.6309199089545885
2011-07-19,1.1152335809050726,0.6726066928261822
2011-07-20,1.1143843865860876,0.6988538418182344
2011-07-21,1.1294945990452503,0.744482403791995
2011-07-22,1.149277387389632,0.7141333397212435
2011-07-23,1.1766410410047712,0.6876859896405456
2011-07-24,1.1924476362335332,0.5339247783992427
2011-07-25,1.1821077017156152,0.6895558694281263
2011-07-26,1.1825838641709923,0.6273476317681776
2011-07-27,1.161902280213999,0.6232238598229252
2011-07-28,1.1651002757690048,0.6128092136835193
2011-07-29,1.1796789938970613,0.6685438559648134
2011-07-30,1.193944906252143,0.6701368831879009
2011-07-31,1.217179335169902,0.6732323737631809
2011-08-01,1.228664331184064,0.4669716776140973
2011-08-02,1.206782915875893,0.6105579479498253
2011-08-03,1.1986384217189283,0.5977480723611528
2011-08-04,1.1734817984527637,0.6526351412742244
2011-08-05,1.1712763062825562,0.6903829703521396
2011-08-06,1.181968889520675,0.7455352251493359
2011-08-07,1.1971813963828102,0.7271098234275506
2011-08-08,1.2197432404583175,0.7134939295349483
2011-08-09,1.2292821815137893,0.5784359926732883
2011-08-10,1.212095113924868,0.7455953801409159
2011-08-11,1.2058864167826784,0.7029709949048062
2011-08-12,1.1783096176874768,0.7040491656315169
2011-08-13,1.1774181761326883,0.7051087230122839
2011-08-14,1.18891080416877,0.7648849667639617
2011-08-15,1.201326718429922,0.7764114600464538
2011-08-16,1.223944571250575,0.7821173728759412
2011-08-17,1.2345093414134996,0.5724400485911119
2011-08-18,1.2123593329910372,0.709381709820665
2011-08-19,1.203814782535827,0.7019045940662281
2011-08-20,1.1778355562205447,0.7491441322841155
