start_date_time,AATB,JUNG,KERG,MOSC,NEWK,OULU,SOPO,THUL,JUNG1,MXCO,APTY,ATHN,FSMT,INVK,NAIN,PSNM,BKSN
2010-01-01,1448.99,169.01,237.88,226.39,103.23,114.08,,131.91,394.99,232.89,185.69,57.22,229.49,205.11,226.01,620.68,111.08
2010-01-02,1442.27,167.26,237.12,225.39,103.26,113.49,,130.61,390.43,232.03,185.04,57.06,228.41,203.78,224.48,620.76,110.66
2010-01-03,1450.31,168.18,237.19,227.3,103.84,114.01,,131.07,393.4,232.61,185.79,57.34,229.03,204.63,225.36,620.63,110.31
2010-01-04,1447.32,168.84,237.56,227.18,103.68,114.09,,130.92,395.16,231.81,185.87,57.17,228.96,204.33,225.4,620.84,110.09
2010-01-05,1439.53,169.66,237.85,226.6,103.87,114.12,,131.29,397.26,232.46,185.96,57.21,229.07,204.1,225.52,621.6,109.35
2010-01-06,1433.01,170.12,238.2,226.48,104.03,114.19,,131.72,398.68,232.48,185.91,57.13,229.38,204.05,225.69,620.06,108.86
2010-01-07,1437.96,169.47,237.9,226.21,103.91,114.19,,132.08,397.27,232.94,185.83,57.32,229.02,204.55,226.12,619.44,108.73
2010-01-08,1452.44,168.45,237.79,225.98,103.94,114.32,,132.42,398.05,232.86,186.31,57.28,229.49,205.18,227.33,620.74,108.72
2010-01-09,1453.22,169.58,236.79,225.4,104.09,113.81,,132.51,397.57,232.4,185.45,57.33,229.83,206.04,227.42,621.29,108.54
2010-01-10,1447.27,169.04,236.78,225.76,103.7,113.51,,131.69,396.21,231.54,184.79,57.38,228.53,205.63,226.69,620.64,108.64
2010-01-11,1442.72,168.6,236.52,225.37,103.36,113.28,,131.46,395.02,231.59,185.08,57.16,227.46,204.85,226.29,620.44,109.28
2010-01-12,1450.0,168.87,235.87,225.8,103.5,113.44,,131.34,395.62,232.1,185.87,57.36,227.3,204.3,226.04,620.75,109.68
2010-01-13,1447.15,168.98,237.09,225.7,103.15,113.39,,131.72,395.82,231.73,185.7,57.36,226.94,203.96,225.76,619.96,109.93
2010-01-14,1443.75,169.02,236.17,225.22,103.1,113.29,,131.87,395.66,231.48,185.17,57.3,226.93,203.57,225.5,619.32,109.84
2010-01-15,1446.48,168.54,236.18,225.1,103.1,113.41,,132.02,394.19,231.51,185.01,57.29,227.64,204.2,226.31,619.6,109.73
2010-01-16,1447.85,168.54,237.43,225.24,103.18,113.57,,132.0,394.57,231.66,185.24,57.29,227.95,204.63,227.62,619.83,109.26
2010-01-17,1449.23,168.08,237.85,225.39,103.33,113.65,,132.1,393.28,233.31,185.22,57.32,227.97,204.78,227.72,620.04,109.23
2010-01-18,1448.63,168.58,238.22,226.35,103.62,113.96,,132.33,394.7,233.38,185.67,57.35,228.41,204.69,226.7,620.86,109.42
2010-01-19,,168.66,238.18,227.03,103.56,114.15,,132.47,395.33,233.76,186.33,57.5,228.99,205.32,226.87,621.93,110.22
2010-01-20,,168.58,237.57,225.65,103.53,113.32,,131.18,394.92,233.67,184.87,57.43,227.07,203.64,225.66,620.53,109.78
2010-01-21,1439.56,167.34,235.55,223.51,102.63,112.6,,129.85,391.24,232.65,183.34,57.16,225.09,201.57,223.85,618.35,109.45
2010-01-22,1437.66,166.96,234.72,223.46,102.27,112.48,,129.29,390.67,231.57,182.89,56.86,224.12,201.26,223.23,616.38,109.11
2010-01-23,1435.96,167.13,234.23,224.34,102.17,112.56,,129.86,391.38,231.81,183.58,56.99,224.59,201.7,223.57,617.58,108.8
2010-01-24,1438.98,167.57,234.91,225.29,102.33,112.72,,130.08,393.17,232.36,183.8,57.06,225.41,202.11,224.25,618.66,109.27
2010-01-25,1446.38,167.83,234.36,225.63,102.44,113.03,,130.23,393.4,232.37,184.27,56.96,225.8,202.24,223.86,617.93,108.83
2010-01-26,1453.26,167.79,235.23,226.46,103.02,113.14,,130.31,393.38,232.53,184.33,57.01,226.12,202.47,223.84,617.26,108.45
2010-01-27,1448.48,167.3,236.05,226.36,102.8,113.09,,130.03,391.52,232.34,184.48,56.95,225.74,202.55,224.01,618.04,108.08
2010-01-28,1449.35,166.65,236.78,227.28,102.7,113.71,,129.92,390.27,232.19,185.2,57.07,225.9,202.92,224.01,618.72,108.76
2010-01-29,1442.22,167.41,235.1,226.75,102.49,113.52,,130.12,392.36,232.33,185.12,57.16,225.93,202.95,224.27,619.26,108.68
2010-01-30,1444.54,168.02,235.44,225.86,102.65,113.45,,130.06,392.47,232.62,185.09,57.28,225.87,202.67,224.77,619.63,108.4
2010-01-31,1436.41,168.3,235.95,225.06,102.69,113.39,,130.2,393.2,232.28,184.98,57.2,226.11,202.6,224.33,619.98,108.66
2010-02-01,1434.11,167.45,235.2,224.01,102.33,113.02,,129.89,391.14,231.57,184.53,57.06,225.6,202.31,224.26,618.79,108.73
2010-02-02,1438.04,166.75,233.96,223.73,102.34,112.62,,129.54,389.6,231.51,183.66,57.23,225.38,202.25,223.94,618.99,108.95
2010-02-03,1441.52,165.62,234.15,223.04,102.12,112.67,328.75,129.26,387.5,230.77,183.23,57.2,225.58,202.08,223.8,618.57,109.46
2010-02-04,1437.57,167.72,234.79,223.23,102.35,112.65,328.51,129.51,393.21,230.28,183.2,57.16,225.59,202.82,223.97,618.54,109.54
2010-02-05,1438.29,167.09,234.84,223.28,102.4,112.71,327.73,130.12,391.6,230.2,183.02,57.09,225.65,203.09,224.44,618.56,108.91
2010-02-06,1431.23,167.25,233.98,223.28,101.6,112.2,326.71,129.66,388.17,230.53,182.46,56.9,224.54,201.55,222.98,619.05,108.23
2010-02-07,1434.24,167.93,234.56,223.6,102.16,112.32,328.86,129.52,390.88,231.81,182.44,57.19,224.95,201.51,223.26,620.04,108.07
2010-02-08,1430.98,166.98,233.0,222.84,101.76,111.89,326.48,129.2,388.77,231.22,182.48,57.02,224.23,201.06,221.97,618.32,107.83
2010-02-09,1440.92,167.79,234.18,223.54,101.82,112.33,328.17,129.46,390.29,231.37,182.84,57.12,224.97,201.26,222.91,618.7,108.4
2010-02-10,1442.51,168.56,234.89,223.46,100.0,112.62,328.07,129.65,391.28,232.28,182.95,57.19,225.6,201.69,223.71,619.58,108.27
2010-02-11,1438.38,167.84,234.31,222.8,98.89,112.2,325.83,129.0,390.16,231.9,182.28,57.16,224.46,200.94,222.8,619.49,108.02
2010-02-12,1429.86,167.4,232.81,222.38,98.61,111.75,321.9,128.81,388.72,231.5,181.81,56.89,223.68,200.39,222.09,619.37,107.42
2010-02-13,1423.04,166.32,231.81,221.06,98.55,111.06,322.86,127.95,386.17,230.45,180.58,56.68,222.63,199.59,219.72,617.61,106.84
2010-02-14,1425.82,166.47,231.39,221.28,99.02,111.2,324.54,128.4,386.68,231.03,180.48,56.68,222.61,199.33,219.94,617.98,107.14
2010-02-15,1440.29,168.32,232.01,222.96,99.52,111.83,326.69,128.56,390.71,231.51,181.49,57.07,223.58,200.59,220.45,620.39,109.25
2010-02-16,1437.98,167.82,232.6,222.37,99.83,111.65,327.1,128.17,389.39,231.42,181.33,56.94,223.5,199.5,220.9,619.86,109.91
2010-02-17,1427.81,166.32,231.63,221.38,99.63,111.44,325.39,128.2,387.09,230.91,181.02,56.81,222.69,199.39,220.2,618.83,109.55
2010-02-18,1422.33,166.43,232.47,221.77,99.94,111.9,325.91,128.6,385.97,229.41,181.72,56.65,223.05,199.51,220.69,616.88,109.48
2010-02-19,1423.16,165.49,232.6,221.24,101.05,111.84,325.11,128.47,386.29,228.47,181.71,56.61,222.89,199.32,220.57,616.22,109.58
2010-02-20,1415.61,164.83,230.3,219.58,100.91,111.58,323.6,128.36,382.5,229.48,181.39,56.29,222.55,199.03,220.12,614.8,108.96
2010-02-21,1403.45,164.95,229.87,218.88,100.64,110.89,322.53,128.36,383.14,,180.23,56.5,222.05,199.2,219.89,614.22,109.08
2010-02-22,1418.14,166.19,231.86,219.62,101.23,111.59,324.45,128.31,386.6,227.73,180.9,56.79,223.45,200.13,220.55,617.45,110.31
2010-02-23,1423.01,167.12,233.77,219.39,101.65,112.0,325.0,128.79,388.15,227.28,181.34,56.91,224.72,201.13,221.66,617.92,110.12
2010-02-24,1424.31,166.9,233.85,219.78,102.03,111.94,326.48,128.74,388.95,227.74,180.96,57.02,224.77,202.04,221.83,619.05,110.33
2010-02-25,1422.78,166.58,234.5,221.18,102.41,112.25,327.18,129.26,388.21,227.43,181.23,57.13,225.36,202.53,222.4,618.72,110.49
2010-02-26,1425.02,166.65,234.24,221.78,102.55,112.12,328.52,129.92,387.75,228.41,181.3,57.0,225.05,202.34,222.48,619.61,110.36
2010-02-27,1426.97,166.08,,222.14,102.55,111.65,328.77,129.64,387.35,229.12,181.15,57.05,224.73,201.71,222.53,619.84,110.39
2010-02-28,1424.62,165.38,231.54,221.84,102.35,111.1,328.22,129.48,385.2,228.85,179.71,56.84,224.26,200.5,222.11,620.44,110.04
2010-03-01,1426.66,166.2,234.17,221.83,101.94,111.34,327.27,129.24,387.31,228.54,179.67,56.7,223.77,201.03,221.97,619.91,109.84
2010-03-02,1427.16,165.56,232.33,221.57,101.78,111.07,326.72,128.94,386.39,228.79,180.32,56.71,223.17,200.68,221.89,619.6,109.94
2010-03-03,1426.45,165.04,231.75,221.7,102.19,111.1,325.45,129.09,388.73,229.42,181.94,56.7,223.55,200.88,222.04,620.01,110.25
2010-03-04,1429.62,166.34,232.4,221.9,101.97,110.99,325.41,128.86,388.68,229.41,182.4,56.84,223.54,200.72,221.85,619.37,110.18
2010-03-05,1425.0,165.38,232.89,221.82,101.82,110.92,326.3,128.78,384.3,229.26,182.26,56.9,223.71,200.52,221.17,618.14,110.09
2010-03-06,1423.47,165.05,232.57,222.04,101.75,111.03,327.66,129.03,382.89,229.2,182.55,56.77,223.77,201.0,221.53,617.74,110.04
2010-03-07,1421.62,165.11,232.36,221.62,101.44,110.53,326.82,128.31,386.32,229.0,181.7,56.57,223.24,200.11,221.18,617.56,109.12
2010-03-08,1424.64,166.57,,222.34,101.57,111.1,325.64,128.59,387.59,229.38,181.51,56.83,223.87,200.47,221.59,618.63,
2010-03-09,1419.48,165.11,231.58,221.49,101.67,111.19,326.03,128.54,386.82,229.64,181.51,56.74,224.32,200.58,222.16,617.64,108.7
2010-03-10,1420.6,164.6,231.8,221.28,101.08,111.14,322.11,128.34,385.99,229.26,181.84,56.68,223.07,199.94,221.16,616.67,107.22
2010-03-11,1418.1,165.7,230.35,219.98,100.92,110.43,321.03,127.73,385.64,229.48,180.91,56.72,222.43,198.94,219.87,616.41,108.64
2010-03-12,1422.81,165.4,229.83,220.23,100.32,110.46,320.1,127.14,384.96,228.9,180.51,56.79,222.38,198.94,219.44,617.15,108.74
2010-03-13,1422.53,165.43,231.48,221.48,101.08,111.05,323.52,127.35,385.07,230.03,181.44,56.85,222.97,199.57,219.88,618.03,108.88
2010-03-14,1420.21,165.12,231.0,222.11,101.7,111.55,324.76,128.04,384.35,230.76,182.41,57.0,223.42,199.57,220.46,619.35,109.31
2010-03-15,1428.6,165.96,,223.22,101.89,111.78,325.71,128.14,386.32,230.74,182.78,57.02,223.54,200.22,220.92,619.12,108.94
2010-03-16,,165.21,232.43,223.31,101.68,111.64,325.0,128.54,384.98,231.09,182.56,57.01,223.81,200.87,221.64,618.01,108.48
2010-03-17,,164.39,231.69,222.3,101.4,111.28,323.48,128.27,382.77,229.9,181.97,56.88,223.2,199.97,221.17,616.0,108.1
2010-03-18,1419.12,164.12,230.0,220.91,101.05,110.65,322.08,127.59,382.73,229.17,181.22,56.78,223.19,199.17,220.59,615.34,107.62
2010-03-19,1418.35,164.3,230.47,220.13,101.02,110.6,322.07,127.74,384.44,229.3,181.39,56.72,222.83,198.65,220.45,615.39,107.01
2010-03-20,1421.31,163.64,229.93,218.84,100.57,110.17,322.39,127.26,382.77,229.51,180.04,56.51,222.75,199.31,219.19,616.21,107.03
2010-03-21,1420.24,163.54,231.33,219.02,100.62,110.84,323.44,127.69,381.49,229.33,181.14,56.65,223.69,199.72,220.37,616.29,107.62
2010-03-22,1429.39,164.58,231.26,219.3,100.63,111.04,323.4,127.81,383.55,229.37,181.47,56.52,223.95,199.89,220.48,616.66,107.88
2010-03-23,1429.79,164.78,231.28,219.41,101.12,111.04,322.99,127.92,384.68,229.75,181.2,56.62,224.23,200.22,220.89,616.47,108.12
2010-03-24,1421.16,164.69,230.51,219.93,101.14,111.31,323.36,128.21,385.27,229.9,182.02,56.75,224.92,200.79,220.75,617.74,108.72
2010-03-25,1420.89,163.66,232.13,219.26,100.65,111.08,322.98,127.83,382.38,232.95,181.92,56.71,223.78,200.0,220.3,617.06,108.61
2010-03-26,1419.64,163.92,230.64,217.92,100.76,110.32,322.34,127.71,381.96,229.98,181.32,56.61,223.39,199.62,219.98,616.52,108.41
2010-03-27,1423.07,164.52,231.47,218.39,100.85,110.67,322.94,127.66,381.83,230.05,181.64,56.6,223.35,199.44,220.82,615.6,108.97
2010-03-28,1420.81,163.47,230.83,218.61,100.73,110.35,322.22,127.4,379.12,229.7,180.95,56.71,222.75,198.96,220.61,615.9,109.46
2010-03-29,1425.68,164.52,231.67,219.49,100.81,110.81,323.5,128.05,383.18,230.11,181.66,56.79,224.45,199.88,220.66,616.09,109.76
2010-03-30,1430.57,164.58,231.48,219.29,101.24,110.81,324.23,128.04,383.88,230.14,181.85,56.8,224.61,199.96,220.36,616.97,109.57
2010-03-31,1440.85,165.64,231.05,218.91,101.28,110.47,325.09,127.58,384.92,230.34,181.08,56.71,224.04,199.52,220.16,616.26,109.5
2010-04-01,1439.17,164.97,230.67,218.6,100.89,110.45,322.26,128.02,383.07,230.22,180.92,56.77,224.05,200.0,219.53,617.07,109.59
2010-04-02,1432.32,164.47,229.85,218.36,100.06,110.4,320.45,127.43,381.62,229.45,180.62,56.58,222.04,198.44,217.85,615.87,108.93
2010-04-03,1426.83,162.93,229.68,217.71,99.91,109.89,319.61,126.87,378.78,229.28,179.89,56.51,221.88,198.01,217.71,615.51,109.07
2010-04-04,1432.29,163.48,228.31,217.63,100.02,110.19,319.2,127.09,379.68,229.5,180.08,56.6,222.03,198.35,217.6,616.15,109.1
2010-04-05,1431.02,162.01,226.81,216.19,99.48,109.09,315.37,126.39,371.03,229.08,178.64,56.57,220.34,196.85,216.35,617.03,108.8
2010-04-06,1423.6,162.87,225.95,215.09,99.0,108.33,313.32,125.25,372.28,228.2,177.35,56.62,218.22,195.18,215.4,615.77,108.78
2010-04-07,1429.02,163.6,226.69,216.56,99.64,109.31,316.14,126.62,374.94,228.54,179.07,56.6,220.79,197.16,217.25,614.42,109.36
2010-04-08,1429.14,163.52,226.4,216.4,99.96,109.55,319.1,127.16,375.34,228.7,179.44,56.62,221.29,197.96,217.23,614.39,109.06
2010-04-09,1426.8,164.08,228.87,217.16,100.35,109.61,319.8,126.84,376.77,230.34,179.52,56.66,222.03,198.4,217.55,615.72,108.98
2010-04-10,1421.68,164.18,228.72,218.14,100.53,109.94,322.51,126.82,376.32,229.1,179.84,56.69,221.56,198.77,217.52,616.86,109.02
2010-04-11,1424.49,165.14,229.13,218.1,100.37,110.11,321.26,127.2,379.11,229.46,180.06,56.91,222.16,198.56,218.14,617.83,109.17
2010-04-12,1423.13,164.7,229.56,217.79,100.37,109.6,319.76,126.7,377.8,229.48,179.0,56.72,221.19,197.08,218.44,616.74,108.87
2010-04-13,1427.09,165.28,230.41,218.69,100.35,110.03,322.65,126.84,377.96,229.6,179.71,56.69,221.41,197.75,218.72,616.73,108.62
2010-04-14,1416.78,164.59,230.07,217.8,100.18,109.67,321.67,126.29,376.25,229.52,179.5,56.42,221.07,197.55,218.1,615.94,108.14
2010-04-15,1413.59,163.65,227.68,216.33,99.54,109.27,318.14,125.55,374.03,228.5,178.33,56.32,220.22,196.84,217.02,615.55,107.58
2010-04-16,1412.99,163.36,227.93,216.0,99.37,109.77,318.03,125.47,373.24,228.92,178.67,56.31,220.72,197.23,217.15,614.79,107.32
2010-04-17,1411.78,163.33,225.92,216.84,99.39,110.06,316.55,126.18,373.51,228.27,179.33,56.14,221.02,196.94,216.48,614.35,107.61
2010-04-18,1414.72,163.16,229.81,216.96,99.85,110.22,318.71,126.31,372.59,227.95,179.42,56.16,221.29,197.12,216.34,614.29,107.47
2010-04-19,1419.88,163.4,229.4,217.1,100.32,110.55,319.86,126.77,372.22,228.62,180.17,56.27,222.42,197.6,217.42,614.46,107.89
2010-04-20,1430.32,163.81,229.07,217.93,100.42,110.65,320.98,126.89,372.36,229.05,180.48,56.48,222.86,198.07,217.94,616.2,108.51
2010-04-21,1424.75,163.59,229.72,220.98,100.47,110.61,321.32,126.61,372.3,220.84,180.61,56.56,222.87,197.9,218.26,617.89,108.65
2010-04-22,1417.95,163.3,228.41,220.4,100.16,110.19,319.75,126.13,372.28,229.11,179.73,56.25,222.3,197.1,217.24,616.55,108.16
2010-04-23,1421.6,163.65,228.53,219.44,99.83,110.15,317.36,126.06,373.78,229.18,179.39,56.27,222.16,197.34,217.41,616.95,107.54
2010-04-24,1424.26,163.81,228.48,218.81,99.87,110.28,318.99,126.17,374.95,229.38,179.44,56.25,223.0,,217.68,615.86,107.42
2010-04-25,1421.87,163.47,,218.97,99.6,110.37,318.59,126.47,374.64,229.15,180.02,56.29,223.18,,218.52,615.15,107.43
2010-04-26,1412.32,163.1,230.03,219.94,100.19,110.47,319.83,126.7,374.38,229.71,180.3,56.33,223.42,197.69,218.44,614.55,107.36
2010-04-27,1418.14,163.2,229.8,219.0,100.31,110.23,319.92,126.41,373.74,229.49,179.6,56.18,223.46,197.5,217.99,614.36,107.31
2010-04-28,1420.53,163.3,230.14,218.56,100.16,110.34,319.4,126.65,374.39,227.98,180.04,56.32,223.68,198.03,217.4,615.94,107.56
2010-04-29,1424.06,163.74,229.98,219.64,100.05,110.7,317.86,126.97,377.65,229.78,180.33,56.32,223.93,198.4,217.48,617.34,108.12
2010-04-30,1423.09,163.44,,219.19,99.81,110.21,317.98,126.68,378.24,229.73,179.81,56.33,222.93,197.73,217.72,615.53,108.0
2010-05-01,1427.84,163.53,229.54,221.15,99.97,110.58,320.61,127.05,377.64,230.55,179.83,56.49,223.99,198.97,218.6,616.48,108.32
2010-05-02,1433.98,163.67,228.54,221.32,99.76,110.75,319.56,127.3,377.16,231.15,180.06,56.58,223.89,198.81,218.5,618.16,108.75
2010-05-03,1435.79,163.9,227.72,220.22,99.25,110.14,317.77,126.52,375.86,230.21,179.54,56.52,222.75,198.14,217.51,617.02,108.44
2010-05-04,1429.13,162.83,,220.28,99.7,110.13,317.38,127.04,374.12,230.21,179.36,56.41,222.04,198.58,218.03,616.67,108.23
2010-05-05,1438.7,163.62,,220.65,100.03,110.46,317.66,126.6,374.71,230.59,179.35,56.44,222.38,198.78,218.78,617.13,108.48
2010-05-06,1432.69,165.07,,221.48,99.85,110.43,318.15,127.03,376.88,231.08,179.42,56.56,222.86,198.99,218.43,617.03,108.59
2010-05-07,1429.12,164.65,,221.47,100.14,110.27,317.51,127.0,375.71,230.6,178.67,56.52,223.5,199.08,218.63,616.86,108.49
2010-05-08,1432.1,164.83,230.26,221.42,100.09,110.4,318.4,126.9,375.79,231.09,179.16,56.51,223.55,198.98,218.4,617.25,108.67
2010-05-09,,164.61,230.16,221.6,100.51,110.32,321.38,126.66,375.72,230.8,179.49,56.58,223.83,199.3,219.02,618.21,108.82
2010-05-10,,164.63,231.04,222.01,100.78,110.51,321.85,126.9,374.7,230.94,179.77,56.7,224.41,199.92,219.85,618.47,109.07
2010-05-11,,164.08,229.28,221.73,100.46,110.68,322.36,127.22,373.95,230.59,180.08,56.61,224.26,199.52,220.24,618.3,108.95
2010-05-12,,164.21,228.11,220.85,99.9,110.13,321.13,126.96,373.42,230.37,178.88,56.54,223.58,198.71,220.07,617.52,108.56
2010-05-13,,164.93,231.32,221.86,100.12,110.3,322.05,127.43,373.52,230.61,178.8,56.6,224.04,199.1,220.04,617.61,
2010-05-14,1430.31,164.42,231.44,221.73,99.88,110.22,322.34,127.3,371.36,230.19,178.82,56.36,223.85,198.8,220.36,616.09,
2010-05-15,1438.18,164.13,231.2,222.37,100.01,110.59,323.0,127.59,369.46,229.86,179.36,56.34,224.25,199.1,220.73,615.95,
2010-05-16,1437.75,163.51,231.45,222.39,100.31,110.63,324.87,127.6,368.01,229.68,179.42,56.43,224.59,199.45,221.13,615.56,
2010-05-17,1445.5,163.32,231.98,222.75,100.59,110.84,324.32,128.15,367.56,229.54,179.87,56.63,224.91,199.9,221.73,615.74,109.52
2010-05-18,1445.33,163.39,231.59,222.59,100.69,110.61,324.74,127.99,366.99,230.22,179.69,56.82,224.94,200.01,221.99,615.96,109.42
2010-05-19,1430.49,163.15,231.06,222.3,100.24,110.4,323.61,127.31,364.03,227.88,178.78,56.33,223.26,198.63,220.95,614.23,108.58
2010-05-20,1430.36,162.98,229.93,221.7,100.01,110.07,321.35,126.92,363.42,228.86,178.38,56.38,222.31,197.92,220.16,614.36,108.69
2010-05-21,1421.68,163.66,229.22,221.74,99.83,110.15,321.63,127.33,365.94,229.66,178.97,56.45,222.9,198.4,221.24,613.64,108.73
2010-05-22,1423.43,163.79,230.73,222.3,99.91,110.56,321.66,127.26,368.13,230.04,179.51,56.48,222.53,198.84,221.72,612.93,108.88
2010-05-23,1431.62,163.93,230.28,223.04,99.86,110.8,321.78,126.83,370.38,230.41,180.49,56.5,223.18,199.17,221.71,614.44,108.85
2010-05-24,1434.02,164.27,231.32,223.91,100.01,111.24,323.59,127.8,373.24,230.42,181.58,56.42,224.9,200.21,222.7,615.64,109.02
2010-05-25,1437.9,165.06,231.07,225.38,100.56,111.76,325.19,128.52,377.42,231.28,182.08,56.72,225.46,200.77,222.99,616.29,109.21
2010-05-26,1431.17,164.71,231.25,224.73,100.34,111.37,322.02,128.08,378.37,231.07,181.59,56.66,224.7,199.72,222.99,616.67,108.88
2010-05-27,1435.35,164.66,231.58,224.46,100.39,111.08,322.83,127.54,376.74,230.61,180.91,56.69,224.52,199.5,222.37,617.01,108.98
2010-05-28,1430.66,164.11,231.7,223.56,100.25,111.24,321.48,128.22,374.82,229.8,181.18,56.54,224.86,199.45,222.78,616.83,108.48
2010-05-29,1423.4,163.81,225.99,221.06,99.77,109.3,316.71,126.52,373.69,229.43,178.58,56.44,221.92,196.98,219.93,616.03,108.34
2010-05-30,1424.05,161.88,227.48,221.28,99.32,109.83,316.99,126.08,369.54,229.14,179.04,56.43,221.62,196.7,219.77,614.58,108.46
2010-05-31,1421.56,162.0,228.51,221.14,99.56,109.66,320.04,126.44,369.92,229.71,178.94,56.53,222.41,196.68,220.7,614.59,108.49
2010-06-01,1428.16,163.74,229.86,221.93,99.86,110.47,321.64,127.33,373.29,232.51,179.78,56.67,223.78,197.81,221.71,615.21,108.97
2010-06-02,1427.65,163.6,229.68,221.57,100.02,110.47,322.15,127.34,370.23,230.19,179.34,56.57,223.96,197.99,221.72,615.17,109.03
2010-06-03,,163.31,228.67,220.64,99.74,110.05,320.37,126.92,368.89,229.98,179.41,56.35,223.83,198.08,220.99,614.23,108.58
2010-06-04,1421.5,163.26,228.18,220.62,99.47,109.97,319.02,126.13,369.32,229.57,179.65,56.35,222.15,197.14,220.22,614.64,108.81
2010-06-05,1424.65,163.64,229.4,221.63,99.37,110.14,320.02,126.59,371.39,229.82,179.93,56.47,222.69,197.84,220.84,615.4,109.03
2010-06-06,1427.9,163.97,228.9,222.24,99.66,110.59,320.32,127.13,374.66,229.24,180.38,56.47,222.24,197.96,221.11,615.62,109.45
2010-06-07,1435.45,163.78,229.68,221.61,100.09,110.28,322.11,126.87,376.45,229.22,179.81,56.5,222.42,198.35,221.3,615.59,109.75
2010-06-08,1434.28,163.81,229.97,221.62,100.04,110.37,321.17,126.86,378.67,230.05,179.65,56.53,222.9,198.4,221.52,615.41,109.39
2010-06-09,1428.46,162.71,230.33,221.56,99.84,110.36,321.67,126.9,378.98,229.38,179.42,56.42,223.52,198.3,221.85,614.42,109.04
2010-06-10,1434.06,161.42,230.6,221.4,99.62,110.32,321.53,127.23,378.36,229.97,179.64,56.45,223.46,198.29,221.73,614.9,108.78
2010-06-11,1440.02,163.34,230.08,221.36,99.88,110.49,322.2,127.06,379.15,230.12,179.73,56.58,223.39,198.34,221.83,614.81,108.79
2010-06-12,1439.06,163.87,230.38,221.5,99.73,110.53,322.71,126.99,381.66,230.13,180.37,56.59,223.25,198.23,222.23,614.62,108.56
2010-06-13,1438.12,164.09,231.02,221.44,99.43,110.67,322.63,127.29,382.05,229.82,180.77,56.49,223.24,198.3,222.43,613.08,108.68
2010-06-14,1440.16,164.51,230.4,222.09,99.93,110.66,322.93,127.43,381.7,230.27,180.33,56.46,224.18,198.71,222.7,614.09,108.99
2010-06-15,1436.63,163.2,229.1,221.42,99.54,110.4,323.05,127.07,379.27,229.98,179.89,56.41,223.63,198.03,222.06,613.32,109.29
2010-06-16,1436.83,163.79,228.87,221.61,99.44,110.03,322.08,126.48,379.37,229.59,179.31,56.46,222.8,197.16,221.46,614.74,109.38
2010-06-17,1432.13,163.26,229.47,221.9,99.67,109.95,321.92,126.43,377.86,229.37,179.28,56.46,222.76,197.35,221.17,615.29,109.28
2010-06-18,1427.69,162.53,228.72,221.98,99.48,109.92,320.86,126.49,372.72,228.44,179.3,56.37,222.52,197.4,220.45,614.51,109.02
2010-06-19,1434.99,162.26,230.18,221.91,99.42,110.12,321.35,126.86,369.3,228.84,179.31,56.39,222.66,197.79,220.84,614.81,108.83
2010-06-20,1432.62,162.7,230.22,221.42,99.6,109.97,322.88,126.94,370.89,229.04,179.23,56.4,223.46,198.07,222.06,615.99,108.77
2010-06-21,1423.4,162.86,229.52,220.06,99.17,109.37,320.88,126.08,370.15,228.58,178.34,56.38,222.45,197.51,220.33,615.76,108.49
2010-06-22,1420.99,162.75,227.98,219.69,98.87,109.61,319.87,126.22,368.95,227.97,178.99,56.16,222.23,197.11,220.38,613.61,108.42
2010-06-23,1432.2,163.86,229.1,220.97,99.37,109.98,320.84,126.91,373.06,228.62,179.65,56.39,223.25,198.02,220.85,614.78,109.29
2010-06-24,1433.55,163.93,229.61,221.16,99.39,110.24,320.57,127.02,374.48,224.71,179.35,56.37,223.88,198.45,220.98,614.5,109.4
2010-06-25,1432.47,164.16,229.88,221.43,99.84,110.27,320.1,126.98,377.43,229.04,179.63,56.43,224.09,198.36,221.61,616.52,109.22
2010-06-26,1426.17,163.95,228.24,220.67,99.67,110.15,318.33,126.73,378.61,228.83,179.52,56.47,223.26,197.52,221.39,615.83,108.82
2010-06-27,1433.02,163.6,229.01,219.47,99.41,109.89,318.65,126.24,380.5,229.21,179.51,56.28,222.55,196.79,221.08,615.04,108.34
2010-06-28,1432.53,163.85,230.76,220.08,99.38,109.92,320.68,126.61,383.3,229.67,179.67,56.39,222.2,197.34,221.21,615.82,108.5
2010-06-29,1434.6,163.75,230.4,220.8,99.66,109.96,321.95,126.93,384.95,230.02,179.02,56.39,222.91,197.74,221.36,615.84,108.8
2010-06-30,1441.43,164.09,230.42,221.15,99.9,109.91,321.4,126.85,386.55,230.26,179.04,56.39,222.55,197.47,221.25,616.06,108.86
2010-07-01,1439.04,164.61,229.28,221.61,98.83,110.24,322.41,127.09,389.1,229.66,179.52,56.4,223.01,197.61,221.48,615.52,108.79
2010-07-02,1439.13,164.41,,221.16,98.89,110.08,321.79,126.79,389.3,229.76,179.42,56.3,223.62,197.35,221.25,615.89,108.72
2010-07-03,1434.73,163.97,230.31,220.52,98.62,109.6,321.46,126.46,389.43,229.35,178.43,56.13,222.78,197.34,220.87,614.98,108.43
2010-07-04,1438.61,164.38,230.9,220.88,98.63,109.69,322.72,126.88,389.74,229.51,178.6,56.18,222.69,197.44,221.43,615.3,108.34
